City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
645,Aloleng,PH,78.03,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
646,Mitsamiouli,KM,79.39,light rain,-11.3847,43.2844,Foyer ADM
648,Umm Lajj,SA,74.17,clear sky,25.0213,37.2685,Moon light Furnished Units
655,Tessalit,ML,82.69,broken clouds,20.1986,1.0114,
657,Tres Palos,MX,79.23,overcast clouds,18.1833,-101.6167,
658,Tomatlan,MX,80.89,scattered clouds,19.9333,-105.25,El Salvial
660,Pemangkat,ID,76.5,overcast clouds,1.1667,108.9667,Ramah Kost KITA
661,Jati,PK,70.59,clear sky,24.3539,68.2671,Cafe Lala Rehan Restaurant
662,Tambura,SS,93.09,broken clouds,5.6,27.4667,Rikito Lodge
664,Morro Bay,US,66.56,clear sky,35.3658,-120.8499,Inn at Morro Bay
665,San Luis,AR,70.81,few clouds,-33.295,-66.3356,Huarpes Hotel
666,Broken Hill,AU,74.91,clear sky,-31.95,141.4333,Royal Exchange Hotel
668,Rocha,UY,67.71,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
671,Sao Paulo Do Potengi,BR,87.48,broken clouds,-5.895,-35.7628,Pousada e Restaurante Carne Assada do Ari
672,Lufilufi,WS,74.98,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
675,Galle,LK,77.72,overcast clouds,6.0367,80.217,Amangalla
676,Manzanillo,CU,82.69,clear sky,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
680,Fort Abbas,PK,66.4,clear sky,29.1925,72.8536,AsAd's House
681,Tiarei,PF,75.22,overcast clouds,-17.5333,-149.3333,Le Rocher de Tahiti
684,Tuy Hoa,VN,73.87,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
697,Abiramam,IN,81.72,overcast clouds,9.4667,78.45,
701,Pauini,BR,82.09,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
703,Maragogi,BR,86.5,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
705,Kupang,ID,78.44,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
